science	55	Jak nazywa siê nauka o budowie, rozwoju i funkcjach tkanek?	fizjologia	morfologia	cytologia	histologia	D	2
science	56	Jak nazywamy wystêpowanie w obrêbie jednego gatunku zwierz¹t lub roœlin dwóch ró¿nych form, odmiennych pod wzglêdem wygl¹du?	dymorfizm	dwupiennoœæ	rozdzielnop³ciowoœæ	polifenizm	A	2
science	57	W jakiej skali temperatury wartoœæ zero jest równa zeru absolutnemu?	Fahrenheita	Celsjusza	Kelwina	Radiana	C	1
science	58	Który z podanych u³amków ma wartoœæ najbli¿sz¹ do wartoœci liczby pi?	25/4	16/5	14/6	22/7	D	2
science	59	Jak przedstawia siê liczbê 13 w systemie dwójkowym?	1101	0111	1101	1001	A	2
general	60	W którym kolorze jest papaja?	bia³y	czerwony	zielony	¿ó³ty	D	1
science	61	Jaki symbol w uk³adzie okrseowym pierwiastków chemicznych ma z³oto?	Au	Ag	Fe	Si	B	1
science	62	Jaki symbol w uk³adzie okrseowym pierwiastków chemicznych ma ¿elazo?	Co	I	Rn	Fe	D	1
science	63	Ile wynosi pierwiastek z liczby 225?	25	5	15	12	C	1
science	64	Ile chromosomów ma ka¿da komórka w ludzkim ciele?	42	16	46	12	C	1
science	65	Jakie kolory s¹ na koñcach widma œwiat³a widzialnego?	pomarañczowy i zielony	ró¿nowy i niebieski	¿ó³ty i niebieski	czerwony i fioletowy	D	3
science	66	Jaki kompleks witamin zawiera niacynê i ryboflawinê?	A	B	C	D	B	2
science	67	Jak brzmi naukowa nazwa skorupy ziemskiej?	hydrosfera	litosfera	atmosfera	biosfera	B	2
science	68	Do okreœlania czego s³ó¿y skala Mohsa?	ciep³o w³aœciwe	przewodnictwo ciep³a	tarcie	twardoœæ minera³ów	D	2
science	69	Podczas której misji Neil Armstrong i jego za³oga dotarli na ksiê¿yc?	Apollo 11	Apollo 7	Apollo 17	Apollo 13	A	2
science	70	Jak¹ liczbê oznacza litera C w systemie rzymskim?	50	100	500	1000	B	1
science	71	Jednostk¹ czego jest niuton?	przyspieszenia	tarcia	si³y	ciœnienia	C	1
science	72	Jaka jest liczba atomowa siarki?	12	16	32	48	C	2
science	73	Jak nazywa siê najmniejsza cz¹stka danych jak¹ pos³uguj¹ siê komputery?	bajt	bit	punkt	impuls	B	1
science	74	Jaki jest œrodkowy kolor têczy?	czerwony	niebieski	¿ó³ty i niebieski	zielony	D	2
science	75	Jakie zwierze ma najwy¿sze ciœnienie krwi?	ryba	s³oñ	¿yrafa	tygrys	C	3
science	76	Który metal sprawia, ¿e rubiny s¹ czerwone, a szmaragdy zielone?	kadm	chrom	miedŸ	¿elazo	B	3
science	77	Jakie paliwo jest produkowane w wyniku beztlenowego spalania drewna?	wêgiel drzewny	sadza	olej	popió³	A	1
science	78	W którym miesi¹cu odbywa siê akcja ekologów Godzina dla Ziemi?	marzec	lipiec	sierpien	luty	A	2
science	79	Jak przedstawia siê liczbê 66 w systemie szesnastkowym?	1f	4b	11	42	D	2
science	80	Nazwa którego zwierzêcia w jêzyku ³aciñskim to Sus?	koñ	kot	œwinia	mrówkojad	C	2
entertainment	81	W którym roku zosta³a wydana gra CS:GO?	2008	2014	2010	2012	D	2
entertainment	82	Jak nazywa siê czwarty tom opowieœci pt.: Harry Potter?	Harry Potter i Czara Ognia	Harry Potter i Insygnia Œmierci	Harry Potter i Komnata Tajemnic	Harry Potter i Zakon Feniksa	A	2
entertainment	83	Jakie studio wyda³o seriê gier Assassin's Creed?	Blizzard Etertainment	Ubisoft	EA	Valve	B	1
entertainment	84	Z jakiego kraju pochodzi kreskówka Pszczó³ka Maja?	Polska	Japonia	Niemcy	Czechy	B	2
entertainment	85	W którym roku zosta³ opublikowany w USA pierwszy film z serii Gwiezdnych Wojen?	2005	2002	1999	1977	D	2
entertainment	86	W jakim kraju nagrano sceny plany Naboo na potrzeby Gwiezdnych Wojen?	Portugalia	Hiszpania	Brazylia	Francja	B	3
general	87	Który gracz, legenda NBA, w 2018 r zosta³ nagrodzony Oskarem?	Michael Jordan	Bill Russell	LeBron James	Kobe Bryant	D	2
entertainment	88	Która z podanych kreskówek sk³ada siê z najwiêkszej iloœci odcinków i serii?	Flinstonowie	SpongeBob Kanciastoporty	Tom i Jerry	Simpsonowie	D	3
entertainment	89	Jak nazywa siê pies z kreskówki Tom i Jerry?	Spike	Rex	Bob	Chop	A	2
entertainment	90	Jak nazywa siê pies, którego w³aœcicielem by³ Lamar Davis w GTA V?	Spike	Chop	Rex	Doge	B	2
entertainment	91	Która z wymienionych postaci z gry GTA V mieszka na pustyni?	Trevor	Franklin	Michael	Amanda	A	2
entertainment	92	Której z wymienionych postaci nie ma w grze Apex Legends?	Seer	Loba	Hyper	Pathfinder	C	2
entertainment	93	Która z podanych gier studia Valve jest najstarsza?	Team Fortress 2	Half-Life 2	Portal	Garry's Mod	B	3
entertainment	94	What year was Fast and Furious: Tokio Drift released?	2012	2000	2004	2006	D	2
entertainment	95	Kto by³ pierwszym aktorem, który wcieli³ siê w rolê Spider-Mana?	Andrew Garfield	Nicholas Hammond	Tobey Maguire	Tom Holland	C	3
entertainment	96	Jak nazywa siê aktor graj¹cy g³ówn¹ rolê w filmie Venom z 2018 roku?	Tom Hardy	Tobey Maguire	Reid Scott	Vin Diesel	A	2
entertainment	97	W jakim kraju Kaczor Donald zosta³ zakazany, poniewa¿ nie nosi³ on spodni?	Germany	Finland	France	Poland	B	2
general	98	W jakim jêzyku s³owo belleza oznacza piêkno?	Hiszpañski	Angielski	Francuski	Niemiecki	A	2
entertainment	99	Przez ile lat by³ zamro¿ony Kapitan Ameryka w filmowym uniwersum Marvela?	33	44	55	66	D	3
geography	100	Lima to stolica którego pañstwa?	Kolumbia	Peru	Boliwia	Chile	B	3
geography	101	Maputo to stolica którego pañstwa?	Zambia	Niger	Botswana	Mozambik	D	3
geography	102	Rijad to stolica którego pañstwa?	Arabia Saudyjska	Egipt	Turcja	Iran	A	2
geography	103	Ankara to stolica którego pañstwa?	Turcja	Egipt	Ukraina	W³ochy	A	2
geography	104	Praga to stolica którego pañstwa?	Niemcy	Czechy	Francja	W³ochy	B	1
geography	105	Które z tych miast nie le¿y w Anglii?	Dublin	Leeds	Cambridge	Cardiff	A	1
geography	106	Która godzina jest w Madrycie (Hiszpania), jeœli w Berlinie (Niemcy) jest godzina 21:00?	19:00	20:00	21:00	22:00	C	1
geography	107	Która godzina jest w Londynie (Anglia), jeœli w Helsinkach (Finlandia) jest godzina 6:00?	03:00	04:00	05:00	06:00	B	2
geography	108	Które z tych pañstw znajduje siê najbli¿ej Morza Adriatyckiego?	Ukraine	Italy	Spain	Greece	B	2
geography	109	Jak d³ugi jest Kana³ Panamski?	8 km	18 km	80 km	180 km	C	3
geography	110	Jakie pañstwo le¿y bezpoœrednio na wschodzie Lichtensteinu?	Germany	Switzerland	France	Austria	D	3
geography	111	Jakie by³o przybli¿one zaludnienie Chin w 2019 roku?	6.4 mln	1.3 bil	1.3 mln	6.4 bil	B	1
geography	112	Jakie by³o przybli¿one zaludnienie Indii w 2019 roku?	1.3 bil	2.6 bil	640 mln	978 mln	A	2
geography	113	Jakie by³o przybli¿one zaludnienie Watykanu w 2019 roku?	182500	8250	825	1.8 mln	C	1
geography	114	Co jest walut¹ w Anglii?	dolar	funt	euro	rubel	B	1
geography	115	Jaki jest trzyliterowy skrót oznaczaj¹cy amerykañsk¹ walutê?	ASD	AD	USD	DUS	C	1
geography	116	Przez które z tych pañstw przechodzi równik?	Chile	Sudan	Ekwador	Filipiny	C	2
geography	117	Flaga którego z podanych pañstw nie zawiera koloru czerwonego?	Turcja	Monako	Japonia	Pakistan	D	1
geography	118	Flaga którego z podanych pañstw zawiera trójk¹t.	Islandia	RPA	Szwecja	Rosja	B	1
geography	119	Jak nazywa siê formacja roœlinna, na której terenie wzrost drzew i innych roœlin jest utrudniony ze wzglêdu na nisk¹ temperturê i krótki okres wegetacji?	Step	Pustynia	Tajga	Tundra	D	2
general	120	W jakim jêzyku s³owo Sturm oznacza burzê?	Niemiecki	Angielski	Bu³garski	Belgijski	A	2
general	121	W jakim jêzyku s³owo lapin oznacza królika?	Angielski	Francuski	W³oski	Grecki	B	2
general	122	W jakim jêzyku s³owo acteur oznacza aktora?	Francuski	Angielski	Czeski	W³oski	A	1
general	123	Z jakiego jêzyka wywodzi siê s³owo bohater?	Ukraiñski	Duñski	Niemiecki	Czeski	C	2
general	124	Z jakiego jêzyka wywodzi siê s³owo taboret?	Angielski	Francuski	Niemiecki	Angielski	B	2
general	125	Z jakiego jêzyka wywodzi siê s³owo szofer?	Niemiecki	Francuski	Angielski	Belgijski	B	2
general	126	Z jakiego jêzyka wywodzi siê s³owo seler?	Duñski	Polski	Grecki	W³oski	D	2
general	127	Z jakiego jêzyka wywodzi siê s³owo anarchia?	Grecki	Niemiecki	Angielski	Francuski	A	2
general	128	Z jakiego jêzyka wywodzi siê s³owo celuloza?	£aciñski	Francuski	W³oski	Niemiecki	D	2
general	129	Z jakiego jêzyka wywodzi siê s³owo buldog?	Hiszpañski	Angielski	Francuski	Niemiecki	B	1
general	130	Z jakiego jêzyka wywodzi siê s³owo Abonament?	Angielski	W³oski	Niemiecki	Rosyjski	C	2
